,時間,買賣,成交價,口數
0,"2021-11-04 02:45:34,164",B,17155,1
1,"2021-11-04 04:54:03,714",S,17223,1
2,"2021-11-04 09:01:08,422",S,17214,1
3,"2021-11-04 09:03:05,635",S,17209,1
4,"2021-11-04 09:50:36,884",S,17178,1
5,"2021-11-04 10:51:00,913",S,17159,1
6,"2021-11-04 10:55:43,955",S,17154,1
7,"2021-11-04 12:35:36,090",S,17103,1
8,"2021-11-04 13:35:01,166",B,17073,1
9,"2021-11-04 13:35:52,093",S,17056,1
10,"2021-11-04 16:15:03,144",B,17108,1
11,"2021-11-05 00:04:05,585",B,17100,1
12,"2021-11-05 02:00:01,982",B,17127,1
13,"2021-11-05 02:00:02,975",B,17129,1
14,"2021-11-05 02:12:09,900",B,17133,1
15,"2021-11-05 02:59:53,705",S,17147,1
16,"2021-11-05 03:48:01,749",B,17170,1
17,"2021-11-05 04:44:14,217",S,17189,1
18,"2021-11-05 04:54:03,653",S,17189,1
19,"2021-11-05 08:45:00,703",B,17154,1
20,"2021-11-05 08:51:00,346",S,17161,1
21,"2021-11-05 09:00:10,239",B,17161,1
22,"2021-11-05 10:05:06,209",B,17174,1
23,"2021-11-05 10:25:00,205",B,17193,2
24,"2021-11-05 10:25:11,904",B,17196,1
25,"2021-11-05 11:57:02,597",B,17246,1
26,"2021-11-05 12:22:02,279",B,17257,1
27,"2021-11-05 13:44:00,375",S,17268,1
28,"2021-11-05 15:30:00,797",S,17252,1
29,"2021-11-05 16:52:49,421",S,17278,1
30,"2021-11-05 20:35:57,296",B,17314,1
31,"2021-11-05 21:14:00,978",B,17322,1
32,"2021-11-05 21:18:17,958",B,17328,1
33,"2021-11-05 21:18:18,031",B,17328,1
34,"2021-11-05 23:15:01,028",S,17331,1
35,"2021-11-06 00:41:00,443",S,17303,1
36,"2021-11-06 00:42:02,710",S,17301,1
37,"2021-11-06 01:09:04,294",S,17272,1
38,"2021-11-06 01:09:04,373",S,17272,2
39,"2021-11-06 01:10:40,721",S,17266,1
40,"2021-11-06 01:30:00,917",S,17244,1
41,"2021-11-06 01:52:00,461",B,17273,1
42,"2021-11-06 02:06:00,766",B,17293,2
43,"2021-11-06 04:00:04,736",B,17320,1
44,"2021-11-06 04:40:25,816",B,17301,1
45,"2021-11-06 04:53:41,243",S,17302,1
46,"2021-11-06 04:54:01,443",S,17300,1
47,"2021-11-08 08:52:00,624",S,17267,1
48,"2021-11-08 09:00:06,167",S,17285,1
49,"2021-11-08 09:03:06,434",B,17292,1
50,"2021-11-08 09:05:29,573",B,17311,1
51,"2021-11-08 09:19:25,587",B,17313,1
52,"2021-11-08 09:21:02,563",B,17318,1
53,"2021-11-08 09:26:07,316",S,17297,1
54,"2021-11-08 09:45:01,795",B,17346,1
55,"2021-11-08 10:07:01,437",S,17314,1
56,"2021-11-08 10:18:10,986",B,17352,1
57,"2021-11-08 10:18:12,632",B,17349,1
58,"2021-11-08 10:21:01,125",B,17360,1
59,"2021-11-08 10:33:12,328",S,17366,2
60,"2021-11-08 12:05:33,608",B,17384,1
61,"2021-11-08 13:15:01,860",B,17385,1
62,"2021-11-08 15:01:00,042",B,17427,1
63,"2021-11-08 15:07:02,139",B,17439,1
64,"2021-11-08 15:07:02,220",B,17439,1
65,"2021-11-08 15:14:13,866",B,17448,1
66,"2021-11-08 15:16:00,609",B,17450,1
67,"2021-11-08 15:17:17,797",B,17460,1
68,"2021-11-08 20:57:11,889",S,17458,2
69,"2021-11-08 20:57:11,971",S,17458,1
70,"2021-11-08 20:57:12,015",S,17457,1
71,"2021-11-08 22:30:24,846",S,17450,1
72,"2021-11-09 04:40:09,654",S,17514,1
73,"2021-11-09 04:44:00,467",S,17516,1
74,"2021-11-09 04:54:03,558",S,17516,1
75,"2021-11-09 08:45:01,177",B,17500,1
76,"2021-11-09 08:45:01,325",B,17504,2
77,"2021-11-09 09:00:11,362",B,17500,1
78,"2021-11-09 09:10:00,634",B,17533,1
79,"2021-11-09 09:25:01,093",B,17571,1
80,"2021-11-09 09:25:01,873",B,17571,1
81,"2021-11-09 09:27:02,747",B,17576,1
82,"2021-11-09 09:27:04,060",B,17579,1
83,"2021-11-09 09:29:01,099",B,17568,1
84,"2021-11-09 09:34:14,198",S,17559,1
85,"2021-11-09 09:34:14,679",S,17560,1
86,"2021-11-09 09:35:02,103",S,17540,1
87,"2021-11-09 09:45:20,083",S,17517,1
88,"2021-11-09 09:45:23,339",S,17516,1
89,"2021-11-09 09:58:45,329",S,17531,1
90,"2021-11-09 10:13:34,717",B,17589,1
91,"2021-11-09 10:13:37,885",B,17589,1
92,"2021-11-09 10:13:38,702",B,17588,1
93,"2021-11-09 10:22:36,030",S,17554,1
94,"2021-11-09 10:42:00,965",B,17579,1
95,"2021-11-09 10:58:53,471",B,17591,1
96,"2021-11-09 11:05:28,467",S,17561,1
97,"2021-11-09 13:35:00,823",S,17546,1
98,"2021-11-09 13:44:01,217",S,17548,1
99,"2021-11-09 16:18:06,326",B,17598,1
100,"2021-11-09 16:57:21,932",S,17610,1
101,"2021-11-09 18:18:16,399",B,17630,1
102,"2021-11-09 20:45:51,263",S,17600,1
103,"2021-11-10 04:11:26,703",S,17551,1
104,"2021-11-10 04:54:03,641",S,17552,1
105,"2021-11-10 08:45:42,988",B,17567,1
106,"2021-11-10 09:03:06,298",S,17547,1
107,"2021-11-10 09:15:03,339",B,17569,1
108,"2021-11-10 10:13:51,682",S,17511,1
109,"2021-11-10 11:02:14,825",S,17504,2
110,"2021-11-10 19:48:17,112",S,17555,1
111,"2021-11-10 22:00:09,358",B,17538,1
112,"2021-11-11 01:48:01,609",S,17482,1
113,"2021-11-11 02:54:06,813",S,17456,1
114,"2021-11-11 04:54:31,885",B,17446,1
115,"2021-11-11 08:45:00,385",S,17429,1
116,"2021-11-11 08:56:54,095",S,17436,1
117,"2021-11-11 09:00:10,797",S,17432,1
118,"2021-11-11 09:00:40,227",B,17425,1
119,"2021-11-11 09:07:17,915",S,17410,1
120,"2021-11-11 09:07:42,938",S,17404,1
121,"2021-11-11 09:11:09,126",S,17395,1
122,"2021-11-11 09:11:09,191",S,17396,1
123,"2021-11-11 09:15:08,276",B,17430,1
124,"2021-11-11 09:20:00,643",B,17456,1
125,"2021-11-11 09:32:44,810",B,17473,1
126,"2021-11-11 09:45:00,698",S,17483,1
127,"2021-11-11 10:33:00,397",B,17518,1
128,"2021-11-12 00:18:01,799",B,17545,1
129,"2021-11-12 04:54:42,931",S,17519,1
130,"2021-11-12 08:45:01,089",S,17561,1
131,"2021-11-12 09:03:05,661",S,17533,1
132,"2021-11-12 09:05:13,050",S,17526,1
133,"2021-11-12 09:39:05,533",B,17594,1
134,"2021-11-12 09:39:08,832",B,17594,1
135,"2021-11-12 09:39:10,327",B,17593,1
136,"2021-11-12 09:39:27,817",B,17587,1
137,"2021-11-12 09:39:30,829",B,17587,1
138,"2021-11-12 09:39:31,080",B,17588,1
139,"2021-11-12 09:39:33,490",B,17587,1
140,"2021-11-12 09:43:04,171",B,17605,1
141,"2021-11-12 09:43:04,612",B,17606,1
142,"2021-11-12 09:43:31,551",B,17609,1
143,"2021-11-12 09:45:01,271",B,17625,1
144,"2021-11-12 09:45:02,296",B,17634,1
145,"2021-11-12 09:45:02,315",B,17634,1
146,"2021-11-12 09:50:00,357",S,17602,1
147,"2021-11-12 10:03:00,964",B,17624,1
148,"2021-11-12 10:17:43,784",S,17604,1
149,"2021-11-12 10:33:21,793",B,17623,1
150,"2021-11-12 10:42:00,854",S,17618,1
151,"2021-11-12 10:45:00,724",S,17617,1
152,"2021-11-12 11:06:25,289",S,17558,1
153,"2021-11-12 11:33:03,316",S,17547,4
154,"2021-11-12 11:56:21,403",S,17531,1
155,"2021-11-12 11:57:41,430",S,17515,1
156,"2021-11-12 12:08:01,196",S,17502,1
157,"2021-11-12 12:40:56,486",S,17502,1
158,"2021-11-12 12:45:01,320",S,17511,1
159,"2021-11-12 16:32:41,199",S,17527,1
160,"2021-11-12 23:15:03,268",S,17546,1
161,"2021-11-13 00:06:01,550",B,17580,1
162,"2021-11-13 00:24:05,914",B,17589,1
163,"2021-11-13 04:54:11,459",S,17598,1
164,"2021-11-13 04:54:11,574",S,17595,1
165,"2021-11-15 08:52:01,465",B,17630,1
166,"2021-11-15 09:00:55,978",B,17650,1
167,"2021-11-15 09:03:01,403",B,17657,1
168,"2021-11-15 09:05:03,601",B,17664,1
169,"2021-11-15 09:05:21,355",B,17660,1
170,"2021-11-15 09:09:14,241",B,17665,1
171,"2021-11-15 09:10:09,886",B,17671,1
172,"2021-11-15 09:15:00,372",B,17670,1
173,"2021-11-15 09:18:28,920",B,17685,1
174,"2021-11-15 09:21:54,602",B,17691,1
175,"2021-11-15 09:21:54,674",B,17691,1
176,"2021-11-15 09:25:00,852",B,17692,1
177,"2021-11-15 09:25:10,992",B,17691,1
178,"2021-11-15 09:28:26,973",S,17667,2
179,"2021-11-15 09:32:08,994",B,17693,2
180,"2021-11-15 09:32:09,116",B,17693,2
181,"2021-11-15 09:33:03,762",B,17694,1
182,"2021-11-15 09:37:00,855",B,17678,1
183,"2021-11-15 09:46:03,118",B,17706,1
184,"2021-11-15 09:51:06,957",S,17662,2
185,"2021-11-15 09:51:07,062",S,17661,2
186,"2021-11-15 09:51:09,424",S,17651,1
187,"2021-11-15 09:51:40,034",S,17651,1
188,"2021-11-15 10:20:23,537",S,17654,1
189,"2021-11-15 10:25:10,588",S,17652,1
190,"2021-11-15 11:45:01,105",B,17653,1
191,"2021-11-15 12:23:45,553",S,17631,1
192,"2021-11-15 12:26:27,804",S,17613,1
193,"2021-11-15 12:26:30,199",S,17619,1
194,"2021-11-15 13:33:01,030",S,17656,1
195,"2021-11-15 13:44:00,535",S,17662,1
196,"2021-11-15 17:27:37,460",B,17688,1
197,"2021-11-15 21:15:02,752",B,17709,1
198,"2021-11-15 21:15:02,918",B,17709,1
199,"2021-11-15 21:16:02,088",B,17709,1
200,"2021-11-15 21:18:03,257",B,17714,1
201,"2021-11-15 22:41:46,044",S,17686,1
202,"2021-11-15 23:16:02,062",S,17674,1
203,"2021-11-16 00:44:45,069",S,17651,1
204,"2021-11-16 01:22:38,706",S,17640,1
205,"2021-11-16 04:46:08,250",S,17655,1
206,"2021-11-16 08:45:01,173",B,17662,1
207,"2021-11-16 09:03:06,649",S,17667,1
208,"2021-11-16 09:36:49,923",B,17700,1
209,"2021-11-16 09:45:33,100",S,17683,1
210,"2021-11-16 09:47:42,061",B,17710,1
211,"2021-11-16 10:09:02,542",S,17697,1
212,"2021-11-16 10:52:27,368",B,17714,1
213,"2021-11-16 13:33:01,481",B,17681,1
214,"2021-11-16 15:01:09,372",B,17723,1
215,"2021-11-16 15:12:05,882",B,17719,1
216,"2021-11-16 22:33:56,992",B,17720,3
217,"2021-11-16 23:45:48,613",S,17698,1
218,"2021-11-17 00:21:19,166",B,17723,1
219,"2021-11-17 04:30:10,588",S,17731,1
220,"2021-11-17 04:44:00,491",S,17736,1
221,"2021-11-17 04:54:00,878",S,17737,1
222,"2021-11-17 09:06:00,827",B,17730,1
223,"2021-11-17 09:51:45,280",B,17732,1
224,"2021-11-17 10:03:17,229",S,17692,1
225,"2021-11-17 10:03:20,091",S,17695,2
226,"2021-11-17 11:00:11,256",B,17736,1
227,"2021-11-17 11:14:18,449",B,17750,1
228,"2021-11-17 11:15:00,785",B,17758,1
229,"2021-11-17 12:26:31,734",S,17741,1
230,"2021-11-17 12:35:02,546",S,17730,1
231,"2021-11-17 13:05:01,321",S,17712,1
232,"2021-11-17 13:15:00,541",S,17723,1
233,"2021-11-17 13:17:01,835",S,17722,2
234,"2021-11-17 13:27:00,388",S,17722,1
235,"2021-11-18 00:37:37,948",B,17776,1
236,"2021-11-18 01:26:42,995",S,17755,1
237,"2021-11-18 04:54:16,441",S,17764,1
238,"2021-11-18 08:45:00,380",B,17770,1
239,"2021-11-18 08:45:01,351",B,17778,1
240,"2021-11-18 09:27:33,724",B,17807,1
241,"2021-11-18 09:34:59,385",B,17822,1
242,"2021-11-18 09:34:59,427",B,17822,1
243,"2021-11-18 09:35:02,478",B,17817,1
244,"2021-11-18 09:37:01,149",B,17809,1
245,"2021-11-18 09:50:47,414",B,17830,1
246,"2021-11-18 09:50:50,078",B,17828,1
247,"2021-11-18 10:01:17,421",S,17800,1
248,"2021-11-18 10:09:03,032",S,17775,2
249,"2021-11-18 11:36:03,669",B,17836,1
250,"2021-11-18 11:36:03,743",B,17835,1
251,"2021-11-18 11:36:04,707",B,17836,1
252,"2021-11-18 12:13:02,096",S,17832,1
253,"2021-11-18 12:15:05,262",B,17839,1
254,"2021-11-18 13:09:00,621",B,17850,1
255,"2021-11-18 13:15:21,956",B,17857,1
256,"2021-11-18 20:30:04,596",S,17850,1
257,"2021-11-18 20:44:08,174",S,17845,1
258,"2021-11-18 23:12:22,724",S,17848,1
259,"2021-11-19 04:54:00,847",S,17914,1
260,"2021-11-19 10:23:02,837",S,17869,1
261,"2021-11-19 11:23:32,138",S,17857,2
262,"2021-11-19 11:30:05,218",S,17827,1
263,"2021-11-19 12:45:00,966",S,17817,1
264,"2021-11-19 13:33:01,707",B,17831,1
265,"2021-11-19 13:35:01,207",S,17828,1
266,"2021-11-19 16:36:01,511",S,17828,1
267,"2021-11-19 17:27:53,892",S,17805,1
268,"2021-11-19 18:00:10,317",S,17764,1
269,"2021-11-19 18:00:10,491",S,17763,1
270,"2021-11-19 18:03:40,450",S,17750,2
271,"2021-11-19 18:10:22,937",S,17731,1
272,"2021-11-19 18:10:23,018",S,17731,1
273,"2021-11-19 18:43:00,752",B,17757,1
274,"2021-11-19 21:39:09,464",B,17758,4
275,"2021-11-19 21:45:06,380",B,17773,1
276,"2021-11-19 23:15:03,066",B,17803,1
277,"2021-11-20 00:04:05,628",B,17798,1
278,"2021-11-20 00:37:50,531",B,17809,1
279,"2021-11-20 01:12:01,003",B,17817,1
280,"2021-11-20 03:00:05,514",B,17790,3
281,"2021-11-20 04:30:10,698",S,17782,3
282,"2021-11-20 04:44:00,679",S,17779,1
283,"2021-11-20 04:54:02,831",S,17782,1
284,"2021-11-22 08:45:00,674",S,17787,1
285,"2021-11-22 09:10:00,873",B,17848,1
286,"2021-11-22 09:51:22,664",B,17860,1
287,"2021-11-22 09:51:22,764",B,17861,1
288,"2021-11-22 09:55:03,605",B,17865,1
289,"2021-11-22 09:55:05,084",B,17865,1
290,"2021-11-22 09:55:05,195",B,17865,1
291,"2021-11-22 09:57:03,378",B,17871,1
292,"2021-11-22 10:05:00,881",S,17850,1
293,"2021-11-22 10:09:09,269",S,17844,1
294,"2021-11-22 10:12:33,692",S,17836,2
295,"2021-11-22 10:12:33,804",S,17836,2
296,"2021-11-22 10:29:13,917",S,17830,1
297,"2021-11-22 12:11:16,121",B,17874,1
298,"2021-11-22 12:11:16,225",B,17873,1
299,"2021-11-22 12:35:05,450",S,17856,1
300,"2021-11-22 12:35:05,573",S,17856,1
301,"2021-11-22 13:33:01,463",B,17826,1
302,"2021-11-22 21:14:43,327",S,17803,1
303,"2021-11-22 23:00:00,570",B,17864,1
304,"2021-11-22 23:00:03,019",B,17868,1
305,"2021-11-22 23:24:39,041",B,17885,1
306,"2021-11-22 23:43:38,686",B,17887,1
307,"2021-11-23 00:57:00,730",S,17784,1
308,"2021-11-23 01:00:00,623",S,17786,1
309,"2021-11-23 01:00:00,782",S,17782,2
310,"2021-11-23 01:03:31,883",S,17752,1
311,"2021-11-23 03:42:18,803",B,17808,2
312,"2021-11-23 04:44:00,562",B,17810,1
313,"2021-11-23 04:53:00,835",S,17783,1
314,"2021-11-23 04:54:00,258",S,17781,1
315,"2021-11-23 04:59:45,892",S,17748,1
316,"2021-11-23 08:45:00,500",S,17756,1
317,"2021-11-23 08:45:00,602",S,17753,1
318,"2021-11-23 08:45:01,261",S,17745,1
319,"2021-11-23 09:03:01,702",S,17701,1
320,"2021-11-23 09:06:54,240",S,17694,1
321,"2021-11-23 09:06:58,518",S,17694,1
322,"2021-11-23 09:15:00,845",B,17722,1
323,"2021-11-23 09:15:01,293",S,17722,1
324,"2021-11-23 09:17:44,704",S,17682,1
325,"2021-11-23 09:25:01,300",S,17666,1
326,"2021-11-23 09:35:01,027",B,17705,1
327,"2021-11-23 09:36:03,432",B,17719,1
328,"2021-11-23 09:43:35,337",B,17742,1
329,"2021-11-23 09:48:05,352",S,17732,1
330,"2021-11-23 10:42:10,146",S,17656,1
331,"2021-11-23 10:42:11,336",S,17659,1
332,"2021-11-23 10:42:18,562",S,17658,1
333,"2021-11-23 10:45:01,069",S,17663,1
334,"2021-11-23 10:51:00,938",S,17664,1
335,"2021-11-23 10:57:57,592",B,17687,1
336,"2021-11-23 13:35:00,600",B,17662,1
337,"2021-11-23 15:44:13,062",B,17657,1
338,"2021-11-24 02:30:33,156",S,17568,1
339,"2021-11-24 04:06:38,552",B,17618,1
340,"2021-11-24 08:51:32,855",B,17620,1
341,"2021-11-24 09:00:10,015",B,17651,1
342,"2021-11-24 09:50:29,619",B,17692,1
343,"2021-11-24 09:51:01,378",B,17690,1
344,"2021-11-24 09:52:14,506",B,17697,1
345,"2021-11-24 09:52:15,147",B,17697,1
346,"2021-11-24 10:00:36,599",S,17675,1
347,"2021-11-24 10:00:55,175",S,17669,1
348,"2021-11-24 11:05:03,739",S,17613,1
349,"2021-11-24 11:09:53,619",S,17602,1
350,"2021-11-24 11:15:01,398",B,17611,1
351,"2021-11-24 11:34:02,440",S,17625,1
352,"2021-11-24 13:33:00,846",B,17666,1
353,"2021-11-24 13:35:01,302",B,17679,1
354,"2021-11-24 13:37:21,284",B,17682,1
355,"2021-11-24 21:42:01,028",S,17628,1
356,"2021-11-24 22:33:09,711",S,17590,1
357,"2021-11-24 22:36:49,835",B,17621,1
358,"2021-11-25 04:14:58,680",B,17677,1
359,"2021-11-25 04:50:25,759",B,17684,1
360,"2021-11-25 04:54:01,191",S,17683,1
361,"2021-11-25 04:57:48,098",B,17687,1
362,"2021-11-25 08:45:01,713",B,17715,1
363,"2021-11-25 09:24:01,107",S,17639,1
364,"2021-11-25 09:28:51,492",S,17609,1
365,"2021-11-25 09:30:01,710",S,17600,1
366,"2021-11-25 10:03:00,744",B,17636,1
367,"2021-11-25 11:22:01,930",B,17678,1
368,"2021-11-25 12:52:02,063",S,17652,1
369,"2021-11-25 13:33:00,968",S,17674,1
370,"2021-11-25 13:44:00,613",B,17670,1
371,"2021-11-25 16:00:00,473",S,17639,1
372,"2021-11-25 18:42:03,504",S,17626,1
373,"2021-11-26 04:54:01,960",B,17654,1
374,"2021-11-26 09:03:05,922",B,17563,1
375,"2021-11-26 09:20:23,132",S,17506,1
376,"2021-11-26 09:20:23,234",S,17506,1
377,"2021-11-26 09:29:14,444",S,17485,1
378,"2021-11-26 09:29:14,716",S,17485,1
379,"2021-11-26 09:29:17,105",S,17486,1
380,"2021-11-26 09:35:03,602",S,17439,1
381,"2021-11-26 09:35:05,605",S,17436,1
382,"2021-11-26 09:35:08,437",S,17439,1
383,"2021-11-26 09:35:10,666",S,17436,1
384,"2021-11-26 09:45:01,373",S,17422,1
385,"2021-11-26 09:45:01,628",S,17420,1
386,"2021-11-26 09:48:56,842",B,17451,1
387,"2021-11-26 09:50:24,476",B,17470,1
388,"2021-11-26 10:00:00,407",S,17446,1
389,"2021-11-26 10:03:00,656",S,17442,1
390,"2021-11-26 10:11:19,823",S,17406,1
391,"2021-11-26 10:11:20,371",S,17408,1
392,"2021-11-26 11:21:04,203",B,17357,1
393,"2021-11-26 13:05:41,135",S,17336,1
394,"2021-11-26 15:12:01,028",B,17288,1
395,"2021-11-26 15:32:33,940",B,17304,1
396,"2021-11-26 19:26:53,599",B,17243,2
397,"2021-11-26 19:26:53,673",B,17243,2
398,"2021-11-26 23:00:00,765",B,17255,1
399,"2021-11-26 23:15:00,393",B,17222,1
400,"2021-11-27 02:22:17,646",S,17153,1
401,"2021-11-27 03:30:16,827",B,17092,1
402,"2021-11-27 04:44:49,091",B,17090,1
403,"2021-11-29 08:45:01,260",S,17248,1
404,"2021-11-29 08:49:00,976",B,17269,1
405,"2021-11-29 09:24:54,633",S,17225,1
406,"2021-11-29 09:25:07,116",S,17224,1
407,"2021-11-29 09:35:01,574",B,17243,1
408,"2021-11-29 09:44:22,286",B,17323,1
409,"2021-11-29 09:44:22,471",B,17324,1
410,"2021-11-29 09:44:24,940",B,17320,1
411,"2021-11-29 09:45:00,861",B,17330,1
412,"2021-11-29 09:48:04,312",B,17352,1
413,"2021-11-29 09:48:04,442",B,17354,1
414,"2021-11-29 09:48:05,672",B,17350,1
415,"2021-11-29 09:49:58,400",B,17359,1
416,"2021-11-29 10:00:00,241",B,17367,1
417,"2021-11-29 10:36:10,926",B,17381,1
418,"2021-11-29 12:57:01,795",S,17347,2
419,"2021-11-29 12:57:01,903",S,17347,2
420,"2021-11-29 13:35:00,519",S,17320,1
421,"2021-11-30 04:54:01,012",B,17397,1
422,"2021-11-30 08:45:01,396",B,17438,1
423,"2021-11-30 09:00:42,368",B,17439,2
424,"2021-11-30 09:05:21,687",B,17473,1
425,"2021-11-30 09:15:00,413",B,17498,1
426,"2021-11-30 09:15:02,286",B,17501,1
427,"2021-11-30 09:15:02,328",B,17501,1
428,"2021-11-30 09:15:02,351",B,17501,1
429,"2021-11-30 09:24:15,040",B,17519,2
430,"2021-11-30 09:24:15,142",B,17519,2
431,"2021-11-30 09:26:56,616",B,17525,1
432,"2021-11-30 09:37:01,081",B,17515,1
433,"2021-11-30 09:40:32,112",B,17533,1
434,"2021-11-30 09:40:34,113",B,17536,1
435,"2021-11-30 09:55:31,552",S,17504,1
436,"2021-11-30 09:55:43,371",S,17503,2
437,"2021-11-30 09:55:43,759",S,17503,2
438,"2021-11-30 09:59:31,677",S,17485,1
439,"2021-11-30 10:15:02,429",S,17492,1
440,"2021-11-30 13:05:54,145",S,17447,1
441,"2021-11-30 13:12:58,004",S,17405,1
442,"2021-11-30 13:18:47,169",S,17373,1
443,"2021-11-30 13:20:03,286",S,17335,1
444,"2021-11-30 13:25:02,814",S,17316,1
445,"2021-11-30 13:25:08,101",S,17316,1
446,"2021-11-30 13:33:41,784",B,17343,1
447,"2021-11-30 13:44:01,108",S,17326,1
448,"2021-11-30 15:01:00,054",S,17250,1
449,"2021-11-30 15:29:02,905",S,17266,1
450,"2021-11-30 15:32:17,201",S,17256,1
451,"2021-11-30 16:04:07,182",B,17278,1
452,"2021-11-30 17:06:00,935",S,17245,1
453,"2021-11-30 17:06:41,642",S,17230,1
454,"2021-11-30 18:58:02,364",B,17248,1
455,"2021-12-01 04:40:17,128",B,17310,1
456,"2021-12-01 04:54:00,575",B,17281,1
457,"2021-12-01 09:09:45,030",B,17395,1
458,"2021-12-01 09:15:00,275",B,17419,1
459,"2021-12-01 09:15:00,471",B,17419,1
460,"2021-12-01 09:20:00,889",B,17418,1
461,"2021-12-01 09:25:00,884",S,17380,1
462,"2021-12-01 09:37:01,183",B,17394,1
463,"2021-12-01 09:39:01,696",B,17418,1
464,"2021-12-01 09:43:41,625",B,17430,1
465,"2021-12-01 09:45:00,959",B,17445,1
466,"2021-12-01 09:45:02,110",B,17447,1
467,"2021-12-01 09:55:11,998",B,17453,1
468,"2021-12-01 09:55:13,238",B,17454,1
469,"2021-12-01 10:19:08,352",B,17464,1
470,"2021-12-01 10:45:02,652",B,17488,1
471,"2021-12-01 10:51:01,601",B,17498,1
472,"2021-12-01 10:53:00,709",B,17496,1
473,"2021-12-01 10:58:02,221",B,17518,1
474,"2021-12-01 10:58:02,331",B,17518,1
475,"2021-12-01 11:14:47,603",S,17497,1
476,"2021-12-01 11:21:01,226",S,17487,1
477,"2021-12-01 11:44:26,186",S,17478,1
478,"2021-12-01 12:22:31,025",B,17540,1
479,"2021-12-01 12:22:32,792",B,17545,1
480,"2021-12-01 12:30:19,051",B,17551,1
481,"2021-12-01 12:30:19,890",B,17551,1
482,"2021-12-01 12:37:22,839",B,17566,1
483,"2021-12-01 12:37:23,445",B,17566,1
484,"2021-12-01 12:50:11,536",B,17584,1
485,"2021-12-01 13:33:01,373",S,17577,1
486,"2021-12-01 13:35:00,587",S,17566,1
487,"2021-12-01 13:35:00,850",S,17567,1
488,"2021-12-01 15:24:36,735",S,17571,1
489,"2021-12-01 23:10:24,329",B,17656,1
490,"2021-12-02 02:12:02,468",S,17640,1
491,"2021-12-02 02:12:02,563",S,17640,4
492,"2021-12-02 04:19:24,188",S,17555,1
493,"2021-12-02 04:20:04,426",S,17551,1
494,"2021-12-02 04:36:00,325",S,17527,1
495,"2021-12-02 04:54:03,852",B,17525,1
496,"2021-12-02 09:00:13,511",S,17535,1
497,"2021-12-02 09:26:33,468",B,17621,1
498,"2021-12-02 09:30:01,140",B,17629,1
499,"2021-12-02 09:35:01,358",B,17658,1
500,"2021-12-02 09:57:15,047",B,17694,1
501,"2021-12-02 10:03:52,391",S,17672,1
502,"2021-12-02 10:05:01,254",S,17671,1
503,"2021-12-02 10:24:00,451",S,17641,1
504,"2021-12-02 11:31:26,222",B,17670,2
505,"2021-12-02 13:33:02,562",B,17689,1
506,"2021-12-02 13:35:03,297",S,17688,1
507,"2021-12-02 15:01:00,041",B,17734,1
508,"2021-12-02 15:07:05,389",B,17756,1
509,"2021-12-02 15:29:20,510",S,17723,2
510,"2021-12-02 22:32:47,333",B,17695,2
511,"2021-12-03 04:30:02,850",S,17747,1
512,"2021-12-03 04:40:01,825",S,17766,1
513,"2021-12-03 04:54:00,242",S,17750,1
514,"2021-12-03 09:30:39,448",S,17650,1
515,"2021-12-03 09:45:00,798",S,17637,1
516,"2021-12-03 10:21:01,350",S,17690,1
517,"2021-12-03 10:45:00,443",B,17686,1
518,"2021-12-03 11:16:10,403",B,17726,1
519,"2021-12-03 11:45:15,240",B,17735,1
520,"2021-12-03 12:28:43,651",S,17711,1
521,"2021-12-03 13:33:01,055",B,17709,1
522,"2021-12-03 17:55:24,980",S,17688,1
523,"2021-12-03 18:24:32,145",S,17677,1
524,"2021-12-03 21:47:48,188",S,17699,1
525,"2021-12-03 23:15:01,040",S,17642,1
526,"2021-12-03 23:24:06,980",B,17658,1
527,"2021-12-04 00:00:00,636",S,17626,1
528,"2021-12-04 00:10:01,154",B,17630,3
529,"2021-12-04 01:00:00,171",S,17589,1
530,"2021-12-04 01:00:00,347",S,17588,1
531,"2021-12-04 04:30:05,795",S,17595,2
532,"2021-12-04 04:54:01,553",B,17600,1
533,"2021-12-04 04:54:01,698",B,17601,1
534,"2021-12-06 08:45:02,888",S,17610,1
535,"2021-12-06 08:50:47,763",S,17575,1
536,"2021-12-06 09:03:09,523",S,17567,1
537,"2021-12-06 09:04:01,834",S,17549,1
538,"2021-12-06 09:30:42,722",B,17635,1
539,"2021-12-06 09:35:00,851",B,17630,1
540,"2021-12-06 10:15:01,270",B,17657,1
541,"2021-12-06 10:27:19,410",B,17686,1
542,"2021-12-06 11:06:50,965",B,17701,1
543,"2021-12-06 12:00:21,505",B,17732,1
544,"2021-12-06 12:45:00,932",S,17698,1
545,"2021-12-06 13:30:01,059",B,17684,1
546,"2021-12-06 13:35:00,948",S,17687,1
547,"2021-12-06 17:20:07,860",S,17655,1
548,"2021-12-07 02:00:00,689",B,17697,1
549,"2021-12-07 02:00:01,550",B,17699,1
550,"2021-12-07 04:44:00,498",S,17710,1
551,"2021-12-07 04:54:01,587",S,17714,1
552,"2021-12-07 09:30:44,703",S,17627,1
553,"2021-12-07 09:30:57,889",S,17615,1
554,"2021-12-07 09:33:00,429",S,17606,1
555,"2021-12-07 10:15:31,838",S,17602,1
556,"2021-12-07 13:14:17,781",B,17723,1
557,"2021-12-07 13:15:14,337",B,17737,1
558,"2021-12-07 13:23:51,155",B,17755,1
